system:index,EVI,NDVI,.geo
20180919T151911_20180919T151907_T21WXR_2786_0,0.10058537389727101,0.17528735,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180919T151911_20180919T151907_T21WXR_7892_0,0.3012188044109112,0.29913545,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180919T151911_20180919T151907_T21WXR_9329_0,0.20766237251744496,0.26486948,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180919T151911_20180919T151907_T21WXR_9793_0,0.3568591852944514,0.3411063,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200731T185919_20200731T185919_T19XEH_303_0,-1.2732598208132324,-0.12335169,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200731T185919_20200731T185919_T19XEH_1040_0,-0.8930500540151243,-0.10182714,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200731T185919_20200731T185919_T19XEH_1273_0,-0.007113755416154692,-0.0073480294,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200731T185919_20200731T185919_T19XEH_3005_0,-2.687846696923853,-0.104674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200731T185919_20200731T185919_T19XEH_5427_0,-0.10529920383528807,-0.17982456,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200731T185919_20200731T185919_T19XEH_6543_0,-0.011353647817169646,-0.011227816,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200731T185919_20200731T185919_T19XEH_7346_0,0.21015972138825506,0.22068095,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200731T185919_20200731T185919_T19XEH_8848_0,0.299945298729715,0.29383746,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200731T185919_20200731T185919_T19XEH_9383_0,-6.515373352855052,-0.091432095,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200731T185919_20200731T185919_T19XEH_9950_0,-0.011761842959117457,-0.008981109,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230531T192911_20230531T192910_T20XMP_246_0,-0.11583267143235373,-0.010731588,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230531T192911_20230531T192910_T20XMP_974_0,-0.11613085965160741,-0.00945354,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230531T192911_20230531T192910_T20XMP_2076_0,-0.3273438889877246,-0.025330396,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230531T192911_20230531T192910_T20XMP_2430_0,-0.04588283490372798,-0.0063492064,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230531T192911_20230531T192910_T20XMP_3325_0,-0.20006368074718742,-0.024383934,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230531T192911_20230531T192910_T20XMP_5088_0,-0.06198892112898972,-0.0053911447,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230531T192911_20230531T192910_T20XMP_7579_0,-0.16038382453735434,-0.013265306,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230531T192911_20230531T192910_T20XMP_8383_0,-0.1618975903614458,-0.012338594,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230531T192911_20230531T192910_T20XMP_9716_0,-0.24429967426710097,-0.02367452,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220809T142749_20220809T142746_T23VLH_499_0,-0.30283047580399713,-0.09721544,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220809T142749_20220809T142746_T23VLH_547_0,-1.605104096709201,-0.103343904,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220809T142749_20220809T142746_T23VLH_1431_0,-0.7100401606425704,-0.11646904,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220809T142749_20220809T142746_T23VLH_2531_0,0.27300912901188495,0.27637315,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220809T142749_20220809T142746_T23VLH_2860_0,-0.352960856473737,-0.11548988,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220809T142749_20220809T142746_T23VLH_4136_0,-1.0986408566721582,-0.11263591,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220809T142749_20220809T142746_T23VLH_4425_0,11.294851794071763,-0.10453364,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220809T142749_20220809T142746_T23VLH_4951_0,-2.167049368541906,-0.09842263,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220809T142749_20220809T142746_T23VLH_6320_0,-4.204993429697766,-0.12716074,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220809T142749_20220809T142746_T23VLH_6776_0,0.5151110853297756,0.4810401,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220809T142749_20220809T142746_T23VLH_6895_0,-0.6398166339227243,-0.11020868,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220809T142749_20220809T142746_T23VLH_7727_0,0.4250572418246933,0.48202395,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220809T142749_20220809T142746_T23VLH_7984_0,-0.7166293810589113,-0.10815982,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220809T142749_20220809T142746_T23VLH_8949_0,-0.20556970921549678,-0.110273324,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220809T142749_20220809T142746_T23VLH_9281_0,0.41079485322787274,0.445754,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220809T142749_20220809T142746_T23VLH_9358_0,-2.4282756580893228,-0.10768625,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220809T142749_20220809T142746_T23VLH_9468_0,0.46665544898760447,0.49939975,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240825T155819_20240825T160029_T21WXU_3010_0,-0.09816077702004546,-0.14570552,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240825T155819_20240825T160029_T21WXU_4886_0,0.2578770266136433,0.29840708,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240825T155819_20240825T160029_T21WXU_7586_0,0.022962962962962963,0.026271187,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180911T191951_20180911T191952_T19XEL_534_0,-0.16088533432530458,-0.024867041,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180911T191951_20180911T191952_T19XEL_3712_0,-0.23899848254931716,-0.03253892,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160626T161220_20160627T134024_T22XDG_4539_0,3.749300503637381,-0.11162946,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160626T161220_20160627T134024_T22XDG_5081_0,1.7732300884955752,-0.10849408,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160626T161220_20160627T134024_T22XDG_7545_0,32.56972111553785,-0.10449287,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160626T161220_20160627T134024_T22XDG_9904_0,-1.8781969309462916,-0.11096421,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160514T142050_20160514T194623_T23VNJ_9045_0,3.9734455958549226,-0.09516792,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190519T141951_20190519T142403_T23VMJ_524_0,-0.3942125237191651,-0.05137558,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190519T141951_20190519T142403_T23VMJ_2493_0,-1.0136286201022147,-0.11888112,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190519T141951_20190519T142403_T23VMJ_3846_0,-0.06900931414055884,-0.03218164,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190519T141951_20190519T142403_T23VMJ_5910_0,-0.520036019810896,-0.060384262,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190519T141951_20190519T142403_T23VMJ_6248_0,2.3336472065285623,-0.09146829,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190519T141951_20190519T142403_T23VMJ_8297_0,-0.3026292571025234,-0.11353856,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190519T141951_20190519T142403_T23VMJ_8614_0,-0.1917890320647288,-0.030122371,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200612T164849_20200612T164844_T21XWC_4063_0,-0.7896117523609654,-0.052933935,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160726T174911_20160726T225145_T20XNQ_50_0,0.06175176264609852,0.052737925,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160726T174911_20160726T225145_T20XNQ_246_0,0.08008668205587224,0.0859454,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160726T174911_20160726T225145_T20XNQ_257_0,0.052454606590450564,0.048953976,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160726T174911_20160726T225145_T20XNQ_797_0,0.05480769230769231,0.04418605,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160726T174911_20160726T225145_T20XNQ_3043_0,1.1320552640034272,-0.19768094,"{""type"":""MultiPoint"",""coordinates"":[]}"
